latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.6,71.40001,504.0,0,GMT,GMT

time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),european_aqi (EAQI)
2026-07-05T05:00,75.4,40.0,240.0,2.8,6.6,147.0,69
2026-07-05T06:00,74.5,39.2,232.0,1.4,5.6,151.0,69
2026-07-05T07:00,71.0,37.4,231.0,0.7,4.9,150.0,69
2026-07-05T08:00,68.5,36.2,232.0,0.7,4.3,143.0,69
2026-07-05T09:00,66.4,35.4,234.0,0.8,3.8,137.0,69
2026-07-05T10:00,62.9,34.1,230.0,0.3,3.6,135.0,69
2026-07-05T11:00,59.8,33.4,225.0,0.0,3.5,133.0,68
2026-07-05T12:00,49.2,27.7,233.0,1.4,3.7,128.0,68
2026-07-05T13:00,48.2,28.3,263.0,5.8,4.0,115.0,69
2026-07-05T14:00,48.1,31.7,305.0,11.9,4.5,96.0,69
2026-07-05T15:00,53.1,36.0,340.0,17.2,4.9,78.0,69
2026-07-05T16:00,54.7,38.0,366.0,20.8,5.1,63.0,69
2026-07-05T17:00,56.6,40.4,386.0,23.5,5.2,49.0,69
2026-07-05T18:00,56.5,42.1,388.0,25.5,5.2,37.0,69
2026-07-05T19:00,52.2,41.2,358.0,26.4,4.9,29.0,69
2026-07-05T20:00,47.4,38.6,309.0,26.5,4.5,24.0,69
2026-07-05T21:00,43.9,36.3,275.0,26.6,4.0,19.0,69
2026-07-05T22:00,41.4,34.3,267.0,27.6,3.2,9.0,69
2026-07-05T23:00,38.9,32.5,274.0,28.5,2.5,0.0,69
2026-07-06T00:00,44.7,36.0,289.0,28.7,2.9,5.0,69
2026-07-06T01:00,42.8,34.9,322.0,23.8,4.7,33.0,69
2026-07-06T02:00,43.3,33.6,363.0,17.0,7.3,73.0,69
2026-07-06T03:00,53.0,38.9,383.0,11.1,9.0,110.0,69
2026-07-06T04:00,63.3,47.1,361.0,7.3,9.3,141.0,69
2026-07-06T05:00,68.7,49.9,317.0,4.4,8.8,168.0,69
2026-07-06T06:00,74.5,49.5,281.0,2.4,8.1,184.0,70
2026-07-06T07:00,75.4,48.0,266.0,1.3,7.4,182.0,70
2026-07-06T08:00,73.8,44.9,260.0,1.1,6.5,170.0,70
2026-07-06T09:00,72.2,42.0,255.0,1.1,5.8,158.0,70
2026-07-06T10:00,71.2,40.5,245.0,0.9,5.4,153.0,71
2026-07-06T11:00,70.3,39.3,236.0,1.1,5.3,149.0,71
2026-07-06T12:00,92.2,49.9,245.0,3.5,5.5,135.0,71
2026-07-06T13:00,87.3,48.1,286.0,7.7,5.5,119.0,72
2026-07-06T14:00,75.2,48.9,344.0,13.5,5.6,98.0,72
2026-07-06T15:00,67.8,49.9,387.0,17.7,5.6,82.0,73
2026-07-06T16:00,68.5,52.2,402.0,18.7,5.5,77.0,73
2026-07-06T17:00,71.7,55.3,403.0,18.0,5.4,78.0,74
2026-07-06T18:00,71.2,57.0,398.0,17.3,5.4,79.0,74
2026-07-06T19:00,73.1,58.7,387.0,17.1,5.5,79.0,75
2026-07-06T20:00,75.2,60.3,370.0,16.8,5.7,79.0,76
2026-07-06T21:00,74.7,61.2,360.0,16.1,6.0,81.0,76
2026-07-06T22:00,65.9,56.6,364.0,14.4,6.6,85.0,77
2026-07-06T23:00,63.6,55.2,375.0,12.3,7.4,90.0,78
2026-07-07T00:00,71.9,58.8,376.0,15.4,5.3,58.0,79
2026-07-07T01:00,72.4,60.5,358.0,13.2,6.4,74.0,79
2026-07-07T02:00,79.6,62.2,330.0,10.1,8.0,96.0,80
2026-07-07T03:00,83.8,60.1,311.0,7.3,8.9,117.0,81
2026-07-07T04:00,88.0,59.6,310.0,5.1,8.6,134.0,82
2026-07-07T05:00,90.1,57.5,318.0,3.2,7.6,149.0,82
2026-07-07T06:00,89.9,54.6,319.0,1.8,6.8,159.0,83
2026-07-07T07:00,88.5,51.7,306.0,1.2,6.3,160.0,83
2026-07-07T08:00,85.9,48.8,287.0,1.1,6.0,156.0,83
2026-07-07T09:00,84.5,47.3,273.0,1.2,5.7,152.0,83
2026-07-07T10:00,91.5,51.3,266.0,0.6,5.4,150.0,83
2026-07-07T11:00,78.0,44.9,263.0,0.2,5.1,148.0,84
2026-07-07T12:00,38.1,22.1,271.0,1.9,4.8,139.0,84
2026-07-07T13:00,40.0,24.5,297.0,6.1,5.1,126.0,83
2026-07-07T14:00,41.1,28.7,333.0,12.0,5.5,109.0,82
2026-07-07T15:00,46.9,33.3,362.0,17.5,5.9,91.0,81
2026-07-07T16:00,52.6,37.3,380.0,22.1,6.2,75.0,81
2026-07-07T17:00,57.6,41.2,391.0,26.3,6.4,60.0,80
2026-07-07T18:00,60.5,44.2,392.0,29.9,6.3,45.0,80
2026-07-07T19:00,61.0,45.4,375.0,33.2,5.6,30.0,79
2026-07-07T20:00,60.5,46.3,347.0,35.8,4.5,16.0,79
2026-07-07T21:00,59.8,46.9,327.0,36.6,3.8,7.0,78
2026-07-07T22:00,51.6,42.6,326.0,34.7,3.6,5.0,78
2026-07-07T23:00,44.9,37.6,332.0,30.9,3.7,8.0,78
2026-07-08T00:00,42.0,34.8,332.0,23.0,4.6,24.0,77
2026-07-08T01:00,38.3,32.7,317.0,19.9,5.8,46.0,76
2026-07-08T02:00,37.1,30.6,296.0,15.5,7.5,77.0,75
2026-07-08T03:00,43.8,32.1,282.0,11.4,8.7,108.0,74
2026-07-08T04:00,44.0,31.8,282.0,8.0,8.9,138.0,73
2026-07-08T05:00,41.0,29.5,289.0,5.0,8.5,167.0,72
2026-07-08T06:00,44.1,30.4,291.0,2.8,7.9,185.0,71
2026-07-08T07:00,48.5,32.2,280.0,1.7,7.1,185.0,71
2026-07-08T08:00,47.6,31.1,265.0,1.5,6.2,173.0,70
2026-07-08T09:00,54.6,34.3,251.0,1.4,5.4,162.0,69
2026-07-08T10:00,45.3,29.2,239.0,1.1,4.9,157.0,69
2026-07-08T11:00,45.2,29.3,230.0,1.0,4.5,152.0,68
2026-07-08T12:00,29.5,20.7,233.0,1.9,4.8,157.0,68
2026-07-08T13:00,34.6,24.6,255.0,5.5,4.8,138.0,68
2026-07-08T14:00,34.3,26.7,291.0,10.5,4.9,111.0,68
2026-07-08T15:00,35.7,29.5,332.0,14.1,5.3,94.0,67
2026-07-08T16:00,38.0,31.2,390.0,15.0,6.2,95.0,67
2026-07-08T17:00,45.1,39.3,453.0,14.6,7.3,104.0,67
2026-07-08T18:00,59.1,52.5,484.0,13.9,8.3,113.0,67
2026-07-08T19:00,72.9,63.1,456.0,13.2,9.0,118.0,67
2026-07-08T20:00,78.7,67.3,395.0,12.4,9.5,122.0,68
2026-07-08T21:00,81.7,69.6,345.0,12.0,9.9,122.0,69
2026-07-08T22:00,83.8,71.2,322.0,12.8,9.8,112.0,69
2026-07-08T23:00,86.6,73.3,309.0,14.1,9.6,97.0,70
2026-07-09T00:00,87.1,71.7,302.0,9.7,10.5,114.0,72
2026-07-09T01:00,85.0,71.2,302.0,9.2,11.2,120.0,73
2026-07-09T02:00,89.6,73.1,308.0,8.6,12.2,128.0,74
2026-07-09T03:00,87.5,70.8,312.0,7.5,12.6,139.0,75
2026-07-09T04:00,83.4,66.8,310.0,5.8,11.9,154.0,77
2026-07-09T05:00,79.9,63.3,304.0,3.7,10.5,171.0,78
2026-07-09T06:00,75.4,58.7,298.0,2.1,9.2,181.0,79
2026-07-09T07:00,70.8,53.7,290.0,1.4,8.1,180.0,80
2026-07-09T08:00,67.1,49.0,281.0,1.3,7.1,172.0,81
2026-07-09T09:00,65.2,45.9,272.0,1.3,6.3,164.0,81
2026-07-09T10:00,64.7,44.1,258.0,1.0,5.9,159.0,82
2026-07-09T11:00,65.4,43.8,243.0,0.9,5.7,153.0,82
2026-07-09T12:00,51.2,34.0,242.0,1.7,5.4,149.0,83
2026-07-09T13:00,55.5,36.1,264.0,3.9,5.7,138.0,83
2026-07-09T14:00,57.6,39.2,301.0,7.0,6.1,122.0,84
2026-07-09T15:00,61.7,42.5,338.0,10.4,6.4,106.0,84
2026-07-09T16:00,68.2,45.1,380.0,14.2,6.7,91.0,84
2026-07-09T17:00,74.5,47.6,423.0,18.3,6.8,75.0,85
2026-07-09T18:00,80.1,50.4,445.0,21.9,6.7,60.0,85
2026-07-09T19:00,80.1,51.3,427.0,24.7,6.1,45.0,85
2026-07-09T20:00,77.3,50.4,386.0,27.1,5.1,31.0,85
2026-07-09T21:00,74.3,49.1,356.0,29.2,4.3,19.0,84
2026-07-09T22:00,72.4,48.5,346.0,31.9,3.5,7.0,83
2026-07-09T23:00,70.8,48.0,345.0,34.3,2.8,0.0,83
2026-07-10T00:00,80.1,52.7,354.0,27.3,4.8,25.0,82
2026-07-10T01:00,81.7,54.2,380.0,23.3,6.4,48.0,81
2026-07-10T02:00,84.8,54.4,415.0,17.7,8.7,80.0,81
2026-07-10T03:00,92.4,56.0,435.0,12.6,10.1,109.0,80
2026-07-10T04:00,98.0,55.6,429.0,8.4,10.0,133.0,79
2026-07-10T05:00,102.4,53.2,408.0,4.7,9.1,153.0,79
2026-07-10T06:00,100.1,50.3,383.0,2.0,8.1,166.0,79
2026-07-10T07:00,92.0,45.9,352.0,0.9,7.3,167.0,79
2026-07-10T08:00,82.9,41.4,317.0,0.9,6.4,160.0,78
2026-07-10T09:00,74.5,37.5,292.0,1.1,5.8,153.0,78
2026-07-10T10:00,68.7,35.0,283.0,1.0,5.5,150.0,78
2026-07-10T11:00,65.4,33.8,285.0,1.1,5.3,148.0,77
2026-07-10T12:00,54.8,28.6,293.0,1.5,5.7,145.0,77
2026-07-10T13:00,54.1,29.5,308.0,2.5,5.9,139.0,77
2026-07-10T14:00,51.1,30.6,329.0,4.0,6.2,131.0,77
2026-07-10T15:00,49.9,32.1,355.0,5.5,6.4,123.0,76
2026-07-10T16:00,51.6,33.4,390.0,7.1,6.6,115.0,76
2026-07-10T17:00,54.4,34.7,429.0,8.8,6.9,107.0,76
2026-07-10T18:00,59.0,36.8,456.0,9.9,6.9,100.0,75
2026-07-10T19:00,68.0,40.6,465.0,10.0,6.5,96.0,75
2026-07-10T20:00,68.5,40.5,461.0,9.6,5.9,94.0,74
2026-07-10T21:00,56.8,36.3,450.0,9.5,5.6,92.0,74
2026-07-10T22:00,54.6,36.0,424.0,10.2,5.9,88.0,74
2026-07-10T23:00,54.4,38.9,391.0,11.2,6.5,84.0,73
2026-07-11T00:00,54.1,37.7,370.0,6.8,5.6,107.0,73
2026-07-11T01:00,51.8,38.9,376.0,7.1,6.1,109.0,72
2026-07-11T02:00,53.7,39.1,395.0,7.5,6.8,113.0,72
2026-07-11T03:00,55.4,39.3,407.0,7.2,7.3,121.0,71
2026-07-11T04:00,59.3,40.7,405.0,5.7,7.3,137.0,71
2026-07-11T05:00,63.1,41.7,397.0,3.6,7.0,157.0,70
2026-07-11T06:00,68.7,42.6,386.0,2.0,6.7,170.0,70
2026-07-11T07:00,72.4,42.6,374.0,1.3,6.5,169.0,70
2026-07-11T08:00,80.6,44.4,360.0,1.1,6.4,160.0,70
2026-07-11T09:00,77.8,42.3,346.0,1.1,6.2,152.0,70
2026-07-11T10:00,76.1,41.0,326.0,0.9,5.9,146.0,70
2026-07-11T11:00,76.4,40.7,306.0,0.9,5.6,141.0,70
2026-07-11T12:00,67.1,37.5,305.0,1.5,5.4,136.0,70
2026-07-11T13:00,69.8,38.1,342.0,5.9,5.4,122.0,71
2026-07-11T14:00,70.8,39.9,398.0,12.0,5.5,102.0,71
2026-07-11T15:00,71.7,43.3,430.0,16.1,5.5,88.0,71
2026-07-11T16:00,61.2,40.9,415.0,16.5,5.5,85.0,72
2026-07-11T17:00,63.6,41.3,376.0,14.9,5.6,87.0,72
2026-07-11T18:00,70.5,46.1,347.0,13.4,5.5,89.0,72
2026-07-11T19:00,66.8,44.5,342.0,12.6,5.2,89.0,72
2026-07-11T20:00,65.7,43.2,347.0,11.8,4.9,88.0,72
2026-07-11T21:00,75.0,45.4,350.0,11.1,4.8,88.0,73
2026-07-11T22:00,75.2,46.7,348.0,10.6,5.2,88.0,73
2026-07-11T23:00,75.2,48.3,344.0,10.2,5.9,88.0,73
2026-07-12T00:00,50.6,39.0,342.0,16.4,6.3,66.0,74
2026-07-12T01:00,52.2,41.1,344.0,13.8,6.8,80.0,74
2026-07-12T02:00,58.9,42.7,347.0,10.3,7.4,100.0,74
2026-07-12T03:00,53.7,36.4,348.0,7.1,7.7,119.0,74
2026-07-12T04:00,53.4,35.3,344.0,4.8,7.5,136.0,74
2026-07-12T05:00,59.4,37.1,338.0,2.9,7.1,153.0,74
2026-07-12T06:00,65.9,38.2,330.0,1.6,6.5,163.0,73
2026-07-12T07:00,65.2,36.4,318.0,1.0,5.8,164.0,73
2026-07-12T08:00,61.9,33.6,304.0,0.9,5.0,159.0,73
2026-07-12T09:00,59.5,31.4,293.0,1.0,4.4,153.0,73
2026-07-12T10:00,57.4,29.6,286.0,0.5,4.0,151.0,72
2026-07-12T11:00,59.3,30.2,283.0,0.1,3.7,148.0,72
2026-07-12T12:00,43.9,24.3,290.0,1.9,3.8,143.0,72
2026-07-12T13:00,41.4,24.0,312.0,4.8,4.0,129.0,71
2026-07-12T14:00,39.3,25.3,344.0,8.9,4.2,109.0,71
2026-07-12T15:00,41.3,28.1,376.0,13.2,4.4,90.0,70
2026-07-12T16:00,44.9,32.9,410.0,17.7,4.7,72.0,70
2026-07-12T17:00,45.4,34.3,443.0,22.2,5.0,55.0,69
2026-07-12T18:00,46.9,36.4,456.0,25.6,5.1,41.0,69
2026-07-12T19:00,48.9,38.5,434.0,26.9,4.7,33.0,69
2026-07-12T20:00,50.1,40.5,391.0,27.1,4.0,29.0,69
2026-07-12T21:00,48.7,39.7,359.0,26.9,3.4,25.0,69
2026-07-12T22:00,46.3,39.0,350.0,27.3,2.8,16.0,68
2026-07-12T23:00,45.6,38.6,351.0,27.4,2.3,8.0,68
2026-07-13T00:00,47.8,38.4,350.0,28.3,3.7,15.0,68
2026-07-13T01:00,48.5,39.5,345.0,22.1,5.5,50.0,68
2026-07-13T02:00,49.6,35.7,338.0,13.5,8.0,98.0,68
2026-07-13T03:00,51.7,32.9,330.0,6.7,9.3,136.0,67
2026-07-13T04:00,50.2,31.1,320.0,3.6,8.4,154.0,67
2026-07-13T05:00,48.3,28.9,307.0,2.4,6.5,161.0,67
2026-07-13T06:00,47.0,26.5,291.0,1.7,4.8,164.0,67
2026-07-13T07:00,45.5,24.1,267.0,1.2,4.0,164.0,67
2026-07-13T08:00,44.0,22.4,240.0,1.1,3.6,159.0,66
2026-07-13T09:00,42.4,21.3,221.0,1.2,3.3,154.0,66
2026-07-13T10:00,40.6,20.1,211.0,0.8,3.0,151.0,65
2026-07-13T11:00,39.5,19.7,208.0,0.4,2.8,149.0,65
2026-07-13T12:00,29.0,13.9,222.0,1.8,2.7,142.0,65
2026-07-13T13:00,27.0,13.6,265.0,8.4,3.2,128.0,64
2026-07-13T14:00,30.0,16.4,324.0,17.5,4.0,110.0,64
2026-07-13T15:00,42.8,25.1,371.0,24.7,4.8,95.0,64
2026-07-13T16:00,49.5,30.7,395.0,27.7,5.6,90.0,64
2026-07-13T17:00,48.5,29.7,407.0,28.8,6.4,90.0,64
2026-07-13T18:00,50.5,31.8,404.0,30.7,7.0,85.0,63
2026-07-13T19:00,52.3,34.5,377.0,35.2,7.1,71.0,63
2026-07-13T20:00,54.5,37.8,335.0,40.5,7.0,53.0,63
2026-07-13T21:00,55.2,40.0,305.0,44.1,6.7,37.0,63
2026-07-13T22:00,53.7,40.5,298.0,45.3,5.9,21.0,63
2026-07-13T23:00,49.5,39.1,304.0,44.7,4.9,8.0,63
2026-07-14T00:00,53.3,42.0,317.0,45.2,4.3,5.0,63
2026-07-14T01:00,53.4,43.3,342.0,37.0,6.8,35.0,63
2026-07-14T02:00,49.8,40.7,373.0,25.6,10.2,78.0,63
2026-07-14T03:00,43.7,33.5,391.0,15.9,12.1,117.0,64
2026-07-14T04:00,41.3,30.7,382.0,9.8,11.3,148.0,64
2026-07-14T05:00,38.8,27.9,359.0,5.5,9.0,175.0,68
2026-07-14T06:00,38.2,25.0,338.0,2.5,7.0,192.0,71
2026-07-14T07:00,36.4,22.8,325.0,1.1,5.8,192.0,71
2026-07-14T08:00,35.6,21.4,314.0,1.1,4.9,182.0,69
2026-07-14T09:00,34.6,20.4,303.0,1.3,4.2,171.0,67
2026-07-14T10:00,35.3,20.4,287.0,1.0,3.6,163.0,66
2026-07-14T11:00,36.7,21.3,271.0,0.8,3.2,154.0,64
2026-07-14T12:00,19.8,12.0,269.0,1.7,2.7,136.0,63
2026-07-14T13:00,21.9,13.1,292.0,3.3,2.7,125.0,63
2026-07-14T14:00,22.8,15.3,331.0,5.8,2.8,109.0,63
2026-07-14T15:00,25.7,17.8,366.0,9.0,3.0,93.0,63
2026-07-14T16:00,31.2,21.0,399.0,13.6,3.4,79.0,63
2026-07-14T17:00,38.0,25.6,429.0,19.1,4.0,65.0,63
2026-07-14T18:00,43.0,29.5,440.0,23.5,4.4,54.0,63
2026-07-14T19:00,46.0,31.5,417.0,25.9,4.6,48.0,63
2026-07-14T20:00,48.3,33.2,374.0,27.2,4.7,44.0,62
2026-07-14T21:00,50.1,34.1,341.0,28.6,4.8,41.0,62
2026-07-14T22:00,51.7,35.3,325.0,31.7,4.9,33.0,62
2026-07-14T23:00,53.3,36.7,319.0,34.8,4.9,25.0,62
2026-07-15T00:00,56.7,39.9,324.0,30.7,3.7,19.0,62
2026-07-15T01:00,51.6,38.2,351.0,24.9,4.8,42.0,62
2026-07-15T02:00,56.9,37.7,389.0,16.8,6.4,73.0,62
2026-07-15T03:00,75.9,43.3,411.0,10.1,7.3,101.0,61
2026-07-15T04:00,102.4,52.0,401.0,6.1,7.0,121.0,62
2026-07-15T05:00,121.1,58.6,374.0,3.4,6.1,137.0,63
2026-07-15T06:00,129.9,61.7,347.0,1.6,5.3,147.0,64
2026-07-15T07:00,135.0,63.3,322.0,0.8,5.0,148.0,65
2026-07-15T08:00,129.9,61.5,297.0,0.8,4.9,144.0,66
2026-07-15T09:00,123.9,59.1,278.0,1.0,4.8,139.0,67
2026-07-15T10:00,117.6,57.0,266.0,0.8,4.6,138.0,69
2026-07-15T11:00,109.2,53.9,261.0,0.7,4.4,136.0,70
2026-07-15T12:00,101.0,50.8,263.0,1.7,3.9,133.0,71
2026-07-15T13:00,96.4,49.9,275.0,3.2,4.1,124.0,72
2026-07-15T14:00,78.9,46.3,295.0,5.5,4.4,111.0,74
2026-07-15T15:00,79.9,47.5,322.0,8.9,4.7,98.0,75
2026-07-15T16:00,86.4,51.0,365.0,14.4,5.2,84.0,76
2026-07-15T17:00,92.2,55.3,415.0,21.1,5.7,69.0,77
2026-07-15T18:00,97.6,59.1,441.0,26.6,6.1,56.0,78
2026-07-15T19:00,100.6,61.5,424.0,29.6,6.1,47.0,79
2026-07-15T20:00,100.4,61.9,384.0,31.3,5.9,40.0,80
2026-07-15T21:00,99.4,61.9,351.0,33.2,5.7,33.0,81
2026-07-15T22:00,99.9,62.4,336.0,37.1,5.5,23.0,81
2026-07-15T23:00,99.7,63.1,328.0,41.3,5.5,14.0,82
2026-07-16T00:00,87.5,58.7,322.0,34.8,3.4,3.0,83
2026-07-16T01:00,83.6,57.9,319.0,28.8,5.5,30.0,84
2026-07-16T02:00,92.0,59.1,319.0,20.5,8.4,68.0,85
2026-07-16T03:00,101.7,60.3,312.0,13.2,10.1,100.0,85
2026-07-16T04:00,109.7,59.8,294.0,8.2,9.6,122.0,86
2026-07-16T05:00,116.9,59.1,269.0,4.4,7.8,138.0,86
2026-07-16T06:00,113.2,55.8,249.0,1.7,6.3,148.0,86
2026-07-16T07:00,104.5,51.7,237.0,0.6,5.4,147.0,86
2026-07-16T08:00,98.7,49.1,229.0,0.7,4.6,140.0,85
2026-07-16T09:00,93.8,47.3,223.0,0.9,4.0,133.0,85
2026-07-16T10:00,90.8,46.3,217.0,0.8,3.7,131.0,85
2026-07-16T11:00,88.7,45.6,213.0,0.8,3.6,129.0,84
2026-07-16T12:00,69.4,36.4,217.0,1.5,3.7,125.0,84
2026-07-16T13:00,67.8,36.0,231.0,3.3,3.9,117.0,84
2026-07-16T14:00,61.0,35.3,253.0,5.8,4.3,106.0,83
2026-07-16T15:00,58.1,35.3,279.0,8.7,4.6,94.0,83
2026-07-16T16:00,61.5,36.7,317.0,12.2,5.0,82.0,82
2026-07-16T17:00,67.1,39.3,359.0,16.0,5.3,69.0,82
2026-07-16T18:00,70.8,41.6,382.0,19.0,5.5,58.0,81
2026-07-16T19:00,69.8,41.7,370.0,20.5,5.3,49.0,81
2026-07-16T20:00,69.4,41.7,338.0,21.3,4.9,42.0,80
2026-07-16T21:00,69.8,41.8,314.0,21.9,4.6,35.0,79
2026-07-16T22:00,69.4,41.9,307.0,23.4,4.3,26.0,79
2026-07-16T23:00,68.9,42.1,308.0,24.8,4.0,17.0,78
2026-07-17T00:00,71.9,44.0,308.0,23.0,4.3,22.0,77
2026-07-17T01:00,72.9,45.1,308.0,19.0,6.0,46.0,77
2026-07-17T02:00,71.7,45.2,309.0,13.3,8.2,80.0,76
2026-07-17T03:00,92.4,48.0,302.0,8.5,9.5,108.0,76
2026-07-17T04:00,93.6,45.8,281.0,5.3,8.8,125.0,76
2026-07-17T05:00,80.8,39.9,253.0,2.9,7.2,136.0,75
2026-07-17T06:00,73.8,36.8,232.0,1.3,5.8,142.0,74
2026-07-17T07:00,70.3,35.3,225.0,0.6,5.2,142.0,74
2026-07-17T08:00,68.5,34.7,226.0,0.7,4.9,138.0,73
2026-07-17T09:00,66.8,34.2,227.0,0.9,4.7,133.0,73
2026-07-17T10:00,65.2,33.6,225.0,0.7,4.5,131.0,72
2026-07-17T11:00,64.3,33.3,223.0,0.6,4.3,129.0,72
2026-07-17T12:00,58.0,29.7,231.0,1.6,4.4,122.0,72
2026-07-17T13:00,55.5,29.3,256.0,3.9,4.6,113.0,71
2026-07-17T14:00,49.5,28.8,290.0,7.3,4.8,101.0,71
2026-07-17T15:00,49.6,30.0,317.0,11.1,5.1,88.0,71
2026-07-17T16:00,52.5,31.8,335.0,15.3,5.5,76.0,71
2026-07-17T17:00,57.6,34.8,346.0,19.9,5.9,64.0,71
2026-07-17T18:00,61.2,38.0,342.0,23.9,6.1,53.0,70
2026-07-17T19:00,62.9,39.8,311.0,26.8,6.0,44.0,70
2026-07-17T20:00,63.1,40.9,266.0,29.0,5.6,36.0,70
2026-07-17T21:00,64.3,41.0,234.0,30.8,5.3,29.0,70
2026-07-17T22:00,65.4,41.7,229.0,33.2,5.0,19.0,70
2026-07-17T23:00,65.9,42.3,237.0,35.2,4.7,11.0,70
2026-07-18T00:00,61.7,38.5,245.0,27.1,4.2,15.0,70
2026-07-18T01:00,61.9,39.9,249.0,22.4,5.6,38.0,70
2026-07-18T02:00,62.2,39.1,254.0,15.8,7.5,69.0,70
2026-07-18T03:00,76.6,41.7,255.0,10.1,8.7,97.0,70
2026-07-18T04:00,81.3,42.3,250.0,6.4,8.6,118.0,69
2026-07-18T05:00,80.8,41.6,241.0,3.6,7.7,135.0,69
2026-07-18T06:00,76.6,39.7,236.0,1.7,6.9,145.0,69
2026-07-18T07:00,72.9,38.1,238.0,0.8,6.3,145.0,69
2026-07-18T08:00,71.0,37.4,242.0,0.8,5.8,138.0,69
2026-07-18T09:00,69.6,37.0,243.0,0.9,5.4,132.0,70
2026-07-18T10:00,71.5,38.4,233.0,0.8,5.1,129.0,70
2026-07-18T11:00,70.3,38.3,219.0,0.9,4.9,125.0,70
2026-07-18T12:00,59.8,33.1,214.0,1.5,4.9,119.0,70
2026-07-18T13:00,56.2,32.0,224.0,2.5,4.9,113.0,70
2026-07-18T14:00,46.2,30.0,245.0,4.1,4.8,105.0,70
2026-07-18T15:00,42.7,29.0,272.0,6.3,4.9,96.0,70
2026-07-18T16:00,43.2,29.4,315.0,9.8,5.1,84.0,70
2026-07-18T17:00,47.5,31.7,364.0,13.9,5.4,72.0,70
2026-07-18T18:00,52.9,34.3,395.0,16.4,5.6,63.0,70
2026-07-18T19:00,56.2,35.7,390.0,15.7,5.7,63.0,70
2026-07-18T20:00,61.5,36.3,367.0,13.3,5.6,66.0,70
2026-07-18T21:00,69.4,38.6,345.0,12.1,5.6,67.0,70
2026-07-18T22:00,72.4,40.4,334.0,14.0,5.5,59.0,70
2026-07-18T23:00,73.8,41.7,325.0,16.9,5.3,48.0,69
2026-07-19T00:00,62.4,38.8,314.0,15.7,5.3,40.0,69
2026-07-19T01:00,64.7,40.4,298.0,13.4,6.2,55.0,69
2026-07-19T02:00,71.2,42.8,281.0,10.2,7.5,76.0,70
2026-07-19T03:00,72.6,43.4,269.0,7.3,8.3,97.0,70
2026-07-19T04:00,69.2,42.5,268.0,5.2,8.3,118.0,70
2026-07-19T05:00,68.2,42.0,271.0,3.4,7.8,138.0,70
2026-07-19T06:00,66.8,40.3,268.0,2.1,7.2,151.0,70
2026-07-19T07:00,70.3,40.9,250.0,1.3,6.6,150.0,70
2026-07-19T08:00,81.0,45.8,226.0,1.0,5.9,142.0,70
2026-07-19T09:00,68.2,37.6,208.0,0.9,5.3,133.0,70
2026-07-19T10:00,63.8,34.7,199.0,0.7,4.9,128.0,70
2026-07-19T11:00,61.0,32.8,196.0,0.7,4.6,123.0,70
2026-07-19T12:00,76.4,41.3,203.0,1.5,4.1,116.0,70
2026-07-19T13:00,72.6,39.2,227.0,4.2,4.2,106.0,70
2026-07-19T14:00,66.1,39.3,261.0,8.0,4.4,93.0,70
2026-07-19T15:00,71.0,42.6,288.0,11.1,4.8,83.0,71
2026-07-19T16:00,73.6,46.1,301.0,12.9,5.4,78.0,71
2026-07-19T17:00,65.9,45.4,307.0,14.0,6.3,76.0,72
2026-07-19T18:00,58.7,44.0,309.0,14.1,7.1,78.0,72
2026-07-19T19:00,57.9,44.6,303.0,12.8,8.1,85.0,72
2026-07-19T20:00,68.9,47.5,293.0,10.5,9.1,95.0,73
2026-07-19T21:00,74.7,48.2,293.0,8.7,9.7,102.0,73
2026-07-19T22:00,76.8,47.8,316.0,7.9,9.7,103.0,73
2026-07-19T23:00,74.0,45.9,349.0,7.6,9.4,102.0,74
2026-07-20T00:00,47.8,33.8,367.0,8.0,6.3,97.0,74
2026-07-20T01:00,44.9,28.6,358.0,7.7,6.3,101.0,74
2026-07-20T02:00,47.6,28.3,334.0,7.3,6.2,107.0,73
2026-07-20T03:00,45.3,26.3,310.0,6.5,6.1,113.0,73
2026-07-20T04:00,35.5,20.4,290.0,5.1,5.8,121.0,72
2026-07-20T05:00,35.3,19.6,270.0,3.3,5.3,130.0,71
2026-07-20T06:00,35.2,19.6,256.0,2.0,4.9,136.0,71
2026-07-20T07:00,39.9,21.5,250.0,1.5,4.5,136.0,70
2026-07-20T08:00,44.6,23.6,249.0,1.4,4.2,132.0,69
2026-07-20T09:00,45.8,24.3,248.0,1.5,3.9,129.0,69
2026-07-20T10:00,48.2,25.9,241.0,1.3,3.7,129.0,68
2026-07-20T11:00,48.5,26.5,234.0,1.3,3.6,129.0,68
2026-07-20T12:00,51.6,26.7,235.0,1.9,3.4,118.0,68
2026-07-20T13:00,53.8,27.6,254.0,4.5,3.3,108.0,67
2026-07-20T14:00,47.6,28.3,280.0,8.1,3.3,94.0,67
2026-07-20T15:00,41.2,28.0,294.0,10.8,3.5,85.0,66
2026-07-20T16:00,44.2,31.5,282.0,11.6,4.2,84.0,66
2026-07-20T17:00,48.2,32.8,258.0,11.5,5.3,87.0,65
2026-07-20T18:00,56.1,34.3,240.0,11.1,6.1,90.0,65
